,candidateId,market,ministry,hospital,unit,room,flexId,blockName,releaseDays,type,dow,wom1,wom2,wom3,wom4,wom5,start_time,end_time,name,start_date,end_date,state,blockDate,releaseDate,releaseStatus,autorelease,manualRelease
277,4268938-269464220,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,677009,"OR Merriman, Amanda STR OR Robot",5.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-21,False,False,False
296,4268943-269464803,TENNESSEE,TNNAS,1137984,MT OR,MT OR 16,675017,"OR Eli, Ilyas M STR",7.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-19,False,False,False
257,4268202-269058411,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 02,420019,"OR Raab, Gregory BH JRI",9.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-18T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
142,4265712-267478423,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 03,559001,"OR Burton MD, Lucas J",9.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-18T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
254,4268207-269059597,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 03,420019,"OR Raab, Gregory BH JRI",9.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-18T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
586,4270596-271072788,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 04,420009,"OR Kurtz, William BH JRI",9.0,,4,1,2.0,4.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-05-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
213,4267889-268568295,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 05,420009,"OR Kurtz, William BH JRI",9.0,,4,1,2.0,3.0,4.0,-1.0,2023-04-14T07:00:00.000Z,2023-04-14T15:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
584,4270591-271071073,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 05,420009,"OR Kurtz, William BH JRI",9.0,,4.0,1.0,2.0,3.0,4.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-05-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
174,4265982-267532201,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 06,485001,"OR Ferguson MD, Tania A  BH JRI",9.0,,4,2,4.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
242,4266122-267536323,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 07,485001,"OR Ferguson MD, Tania A  BH JRI",9.0,,4.0,1.0,2.0,4.0,5.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
138,4044264-193916727,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 08,587003,"OR Downs, Brandon BH JRI",9.0,,4.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
189,4044265-193916729,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 08,559001,"OR Burton MD, Lucas J",9.0,,4.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
119,4266394-267703416,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,587003,"OR Downs, Brandon BH JRI",9.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T13:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
518,4261578-264373386,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 02,681009,OR Elite Spine STM OR,9.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-03-13T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
484,4231580-253008021,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 03,253001,"OR O'Shaughnessy, Brian A BH OR",9.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
663,4277663-275672468,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 04,701011,"OR Ulm, III MD, Arthur STM ST OR",9.0,,4,2,4.0,-1.0,-1.0,-1.0,2023-06-21T08:00:00.000Z,2023-06-21T16:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
479,4231600-253010864,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 05,535005,OR Howell-Allen Clinic STM OR,9.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
491,4211595-245706977,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 07,663019,OR Urology STM ST OR,0.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2022-08-27T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-27,False,False,False
664,4277668-275673469,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 08,701011,"OR Ulm, III MD, Arthur STM ST OR",9.0,,4,2,4.0,-1.0,-1.0,-1.0,2023-06-21T09:00:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
668,4277636-275665104,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 09,687041,"OR O'Shaughnessy, Brian A STM ST OR",9.0,,4.0,1.0,2.0,3.0,4.0,5.0,2023-06-21T12:00:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
559,4264087-266791147,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 10,687017,"OR Rosen DO, Marc STM ST OR",0.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-27,False,False,False
297,4268715-269405561,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 11,687047,"OR Adedokun, M Muyiwa STM ST OR",14.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-13,False,False,False
285,4268704-269403050,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 12,687039,"OR Polk, William STM ST OR",9.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-18,False,False,False
244,4268016-268874790,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 14,687027,"OR McDowell, James STM ST OR",14.0,,4.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-13,False,False,False
376,4270152-270542833,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,687027,"OR McDowell, James STM ST OR",14.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-13,False,False,False
577,4270519-270660251,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,693009,OR ROBOT ALL STM ST OR,0.0,,4.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-27,False,False,False
333,4270181-270543805,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,663015,OR Norman STM ST OR,14.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T10:00:00.000Z,2023-05-26T15:30:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-13,False,False,False
354,4270191-270544144,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,693009,OR ROBOT ALL STM ST OR,0.0,,4.0,2.0,4.0,5.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-27,False,False,False
379,4270186-270543936,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,479003,OR STMP GYNONC STM,2.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-25,False,False,False
351,4270204-270545249,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,687021,"OR Suryadevara MD, Sree STM ST OR",2.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-25,False,False,False
551,4264037-266758128,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,2.0,,4.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-25,False,False,False
319,4269694-270087525,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,633009,"OR Dray, Robert MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-20,False,False,False
34,4255769-262890172,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,438001,"OR Houck MD, Ward V MT OR",1.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-26,False,False,False
229,4255764-262889980,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,123005,"OR Hazley, Andrew MT",3.0,,4.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T13:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-24,False,False,False
317,4269714-270091849,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,647009,OR MSS VASCULAR,1.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-26,False,False,False
321,4269707-270090629,TENNESSEE,TNNAS,1137984,MT OR,MT OR 04,125005,OR MMC GEN MT,3.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-24,False,False,False
253,4268306-269129423,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-27,False,False,False
256,4268378-269166671,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-27,False,False,False
320,4269721-270093609,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,611013,"OR Bass, Robert MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T12:15:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-20,False,False,False
323,4269726-270093924,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,123011,"OR Williams, Mel MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T12:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-20,False,False,False
207,4255782-262890860,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,611009,"OR Lien, George MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-20,False,False,False
226,4261918-265816992,TENNESSEE,TNNAS,1137984,MT OR,MT OR 11,205001,"OR TOA McKissick, Russell MT",14.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-03-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-13,False,False,False
164,4261923-265829223,TENNESSEE,TNNAS,1137984,MT OR,MT OR 12,205001,"OR TOA McKissick, Russell MT",14.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-03-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-13,False,False,False
318,4269735-270096879,TENNESSEE,TNNAS,1137984,MT OR,MT OR 14,591011,OR Robot MMC Gyn MT,3.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-24,False,False,False
124,4255797-262892005,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,675011,"OR Rampp, Robert STR Robot",7.0,,4,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-20,False,False,False
39,4255802-262892160,TENNESSEE,TNNAS,1137984,MT OR,MT OR 16,675017,"OR Eli, Ilyas M STR",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-20,False,False,False
325,4269828-270238370,TENNESSEE,TNNAS,1137984,MT OR,MT OR 17,683009,OR ORTHO TRAUMA STR,1.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T19:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-27,2023-07-26,False,False,False
501,4231585-253008646,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 03,253001,"OR O'Shaughnessy, Brian A BH OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-19,False,False,False
505,4201621-242303115,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 04,253001,"OR O'Shaughnessy, Brian A BH OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T12:00:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-27T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-19,False,False,False
468,4231605-253011279,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 05,535003,"OR Snowden, Ryan STM OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T08:00:00.000Z,2023-05-26T12:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-19,False,False,False
461,4213483-246858103,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 07,663019,OR Urology STM ST OR,0.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2022-08-28T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-28,False,False,False
473,4201578-242299484,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 08,112031,"OR McCord, David BH",9.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-24T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-19,False,False,False
513,4259581-263886624,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 09,679009,"OR McCord, David STM ST OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T08:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-07T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-19,False,False,False
560,4264053-266787385,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 10,687017,"OR Rosen DO, Marc STM ST OR",0.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-28,False,False,False
326,4269753-270151634,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 11,691009,OR Chavez & Polk STM ST OR,14.0,,5,2,4.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-27T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-14,False,False,False
366,4270247-270547953,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,693009,OR ROBOT ALL STM ST OR,0.0,,5,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-28,False,False,False
447,4270482-270589332,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,479003,OR STMP GYNONC STM,2.0,,5.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-26,False,False,False
440,4270281-270550555,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,687037,"OR Saig, Reagan STM ST OR",14.0,,5,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-14,False,False,False
391,4270304-270550961,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,687045,"OR Mascarenhas, Christopher STM ST OR",2.0,,5,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-26,False,False,False
558,4264042-266759256,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,2.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-26,False,False,False
309,4268998-269469191,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,125007,OR MTUS MT,7.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-21,False,False,False
306,4268958-269466399,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,233001,"OR Medling, Bradley D",14.0,,5.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-14,False,False,False
280,4268968-269467156,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,199005,"OR Rich, Stephen A MT",3.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-25,False,False,False
290,4268978-269468143,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,479001,"OR Bensley, Rodney Paul STR",1.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:45:00.000Z,2023-05-26T13:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-27,False,False,False
314,4268988-269468574,TENNESSEE,TNNAS,1137984,MT OR,MT OR 04,104005,OR ORTHO 1 MT,0.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-28,False,False,False
252,4268310-269129565,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-28,False,False,False
261,4268382-269166681,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-28,False,False,False
307,4269008-269469882,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,125007,OR MTUS MT,7.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T13:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-21,False,False,False
273,4269030-269471160,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,675017,"OR Eli, Ilyas M STR",7.0,,5.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-21,False,False,False
293,4269040-269471750,TENNESSEE,TNNAS,1137984,MT OR,MT OR 11,549009,"OR Routh, Lucas STR OR",14.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-14,False,False,False
295,4269050-269472146,TENNESSEE,TNNAS,1137984,MT OR,MT OR 12,549009,"OR Routh, Lucas STR OR",14.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-14,False,False,False
301,4269060-269473036,TENNESSEE,TNNAS,1137984,MT OR,MT OR 14,197007,OR Robot Urology MT,3.0,,5.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-25,False,False,False
279,4269070-269473545,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,125005,OR Robot MMC GS MT,3.0,,5.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-28,2023-07-25,False,False,False
79,4265607-267418875,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 02,420019,"OR Raab, Gregory BH JRI",11.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-05-26T13:30:00.000Z,2023-05-26T16:30:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
230,4265606-267418873,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 02,587003,"OR Downs, Brandon BH JRI",11.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
